Date,Gmt time,open,high,low,close,volume
2024.03.19,17:51,1.08528,1.08544,1.08527,1.08541,53
2024.03.19,17:52,1.08541,1.08542,1.08534,1.08539,38
2024.03.19,17:53,1.08539,1.08542,1.0853,1.08534,34
2024.03.19,17:54,1.08534,1.08541,1.08534,1.08535,27
2024.03.19,17:55,1.08539,1.08539,1.08535,1.08536,23
2024.03.19,17:56,1.08536,1.08541,1.08535,1.0854,29
2024.03.19,17:57,1.0854,1.0854,1.08531,1.08534,29
2024.03.19,17:58,1.08534,1.08539,1.08531,1.08534,46
2024.03.19,17:59,1.08534,1.08542,1.08532,1.08541,33
2024.03.19,18:00,1.08542,1.08557,1.08537,1.08555,59
2024.03.19,18:01,1.08555,1.08563,1.08551,1.08561,60
2024.03.19,18:02,1.08561,1.08575,1.0856,1.08571,49
2024.03.19,18:03,1.08571,1.08573,1.08561,1.08564,49
2024.03.19,18:04,1.08565,1.08565,1.0855,1.0855,54
2024.03.19,18:05,1.0855,1.08551,1.08545,1.0855,44
2024.03.19,18:06,1.0855,1.0856,1.0855,1.08556,52
2024.03.19,18:07,1.08556,1.08567,1.08555,1.08566,45
2024.03.19,18:08,1.08566,1.08571,1.08564,1.08571,56
2024.03.19,18:09,1.08571,1.08582,1.08567,1.0858,42
2024.03.19,18:10,1.0858,1.08589,1.0858,1.08587,34
2024.03.19,18:11,1.08587,1.08591,1.08581,1.08586,42
2024.03.19,18:12,1.08586,1.08586,1.08573,1.08581,53
2024.03.19,18:13,1.08581,1.08588,1.0858,1.08588,47
2024.03.19,18:14,1.08588,1.08598,1.08588,1.08596,38
2024.03.19,18:15,1.08596,1.08621,1.08596,1.08617,50
2024.03.19,18:16,1.08617,1.08617,1.0861,1.08614,37
2024.03.19,18:17,1.08614,1.08629,1.08609,1.08626,67
2024.03.19,18:18,1.08626,1.08635,1.08624,1.08632,51
2024.03.19,18:19,1.08632,1.08637,1.08627,1.08631,54
2024.03.19,18:20,1.0863,1.08636,1.08628,1.08635,60
2024.03.19,18:21,1.08635,1.08637,1.0863,1.08632,47
2024.03.19,18:22,1.08634,1.08637,1.08625,1.08633,43
2024.03.19,18:23,1.0863,1.08637,1.0863,1.08636,44
2024.03.19,18:24,1.08637,1.08641,1.08626,1.08638,55
2024.03.19,18:25,1.08637,1.08644,1.0863,1.08631,65
2024.03.19,18:26,1.08631,1.08654,1.0863,1.0865,40
2024.03.19,18:27,1.0865,1.08651,1.08645,1.08645,33
2024.03.19,18:28,1.08645,1.08647,1.08626,1.08626,41
2024.03.19,18:29,1.08626,1.08631,1.0862,1.08624,46
2024.03.19,18:30,1.08624,1.08624,1.08615,1.08619,40
2024.03.19,18:31,1.08621,1.08629,1.08619,1.08624,27
2024.03.19,18:32,1.08624,1.08626,1.08619,1.08622,37
2024.03.19,18:33,1.08622,1.08629,1.08618,1.08626,37
2024.03.19,18:34,1.08626,1.08626,1.08615,1.0862,48
2024.03.19,18:35,1.0862,1.08624,1.08615,1.08621,55
2024.03.19,18:36,1.08621,1.08624,1.08605,1.0861,49
2024.03.19,18:37,1.0861,1.08618,1.08608,1.08614,56
2024.03.19,18:38,1.08615,1.08619,1.08611,1.08612,42
2024.03.19,18:39,1.08612,1.08629,1.0861,1.08627,57
2024.03.19,18:40,1.08627,1.08628,1.08616,1.08617,47
2024.03.19,18:41,1.08617,1.08621,1.08611,1.0862,51
2024.03.19,18:42,1.0862,1.08632,1.08615,1.08624,44
2024.03.19,18:43,1.08625,1.08632,1.0862,1.08627,40
2024.03.19,18:44,1.08627,1.08627,1.08616,1.08619,31
2024.03.19,18:45,1.08616,1.08628,1.08614,1.08626,50
2024.03.19,18:46,1.08626,1.08628,1.0862,1.08621,39
2024.03.19,18:47,1.08621,1.08626,1.08616,1.08617,38
2024.03.19,18:48,1.08617,1.08625,1.08612,1.08622,50
2024.03.19,18:49,1.08623,1.08629,1.08614,1.08614,38
2024.03.19,18:50,1.08614,1.08623,1.08612,1.08612,45
2024.03.19,18:51,1.08613,1.08614,1.08605,1.0861,31
2024.03.19,18:52,1.0861,1.08615,1.08606,1.08611,33
2024.03.19,18:53,1.0861,1.08617,1.0861,1.08612,26
2024.03.19,18:54,1.08612,1.08618,1.08611,1.08613,19
2024.03.19,18:55,1.08615,1.08634,1.08615,1.0863,51
2024.03.19,18:56,1.0863,1.08633,1.08627,1.08627,32
2024.03.19,18:57,1.08627,1.08633,1.08627,1.08627,41
2024.03.19,18:58,1.08627,1.08632,1.0862,1.0862,39
2024.03.19,18:59,1.0862,1.08628,1.0862,1.08623,29
2024.03.19,19:00,1.08624,1.08624,1.08612,1.08615,31
2024.03.19,19:01,1.08615,1.08615,1.08606,1.08615,33
2024.03.19,19:02,1.08615,1.08615,1.08604,1.08605,41
2024.03.19,19:03,1.08605,1.08607,1.08591,1.086,30
2024.03.19,19:04,1.08601,1.08602,1.08596,1.08596,15
2024.03.19,19:05,1.08596,1.08601,1.0859,1.0859,24
2024.03.19,19:06,1.0859,1.08601,1.08585,1.08585,51
2024.03.19,19:07,1.08585,1.08585,1.08569,1.0857,34
2024.03.19,19:08,1.0857,1.08575,1.08569,1.0857,22
2024.03.19,19:09,1.0857,1.08585,1.0857,1.08585,22
2024.03.19,19:10,1.08585,1.08585,1.08573,1.08578,53
2024.03.19,19:11,1.08578,1.08579,1.08573,1.08574,44
2024.03.19,19:12,1.08574,1.08576,1.0857,1.08574,25
2024.03.19,19:13,1.08574,1.08579,1.08573,1.08578,54
2024.03.19,19:14,1.08578,1.0858,1.08568,1.08569,27
2024.03.19,19:15,1.0857,1.08574,1.08569,1.08572,29
2024.03.19,19:16,1.08573,1.08575,1.08565,1.08565,21
2024.03.19,19:17,1.08564,1.08567,1.08558,1.08558,21
2024.03.19,19:18,1.08559,1.08559,1.08558,1.08558,14
2024.03.19,19:19,1.08558,1.08559,1.08555,1.08558,10
2024.03.19,19:20,1.08558,1.08558,1.08553,1.08553,5
2024.03.19,19:21,1.08553,1.08559,1.08553,1.08554,23
2024.03.19,19:22,1.08554,1.08555,1.08548,1.08548,31
2024.03.19,19:23,1.08548,1.0855,1.08543,1.08548,19
2024.03.19,19:24,1.08548,1.08549,1.08543,1.08543,6
2024.03.19,19:25,1.08543,1.08544,1.08542,1.08543,15
2024.03.19,19:26,1.08543,1.0855,1.08543,1.08548,18
2024.03.19,19:27,1.08548,1.08558,1.08548,1.08554,29
2024.03.19,19:28,1.08554,1.08554,1.08553,1.08553,12
2024.03.19,19:29,1.08553,1.08558,1.08553,1.08558,26
2024.03.19,19:30,1.08558,1.08558,1.08544,1.08549,35
2024.03.19,19:31,1.08549,1.08556,1.08549,1.08554,31
2024.03.19,19:32,1.08554,1.08564,1.08552,1.08553,40
2024.03.19,19:33,1.08553,1.08555,1.08547,1.08549,26
2024.03.19,19:34,1.08549,1.0855,1.08543,1.08545,44
2024.03.19,19:35,1.08545,1.08548,1.08543,1.08544,35
2024.03.19,19:36,1.08544,1.0855,1.08543,1.08544,49
2024.03.19,19:37,1.08545,1.08551,1.08538,1.08539,49
2024.03.19,19:38,1.08539,1.0854,1.08533,1.08534,40
2024.03.19,19:39,1.08534,1.0854,1.08534,1.08539,31
2024.03.19,19:40,1.08539,1.08556,1.08539,1.08556,33
2024.03.19,19:41,1.08556,1.08562,1.08548,1.08549,33
2024.03.19,19:42,1.08549,1.08559,1.08548,1.08554,34
2024.03.19,19:43,1.08555,1.08561,1.08555,1.08559,33
2024.03.19,19:44,1.08559,1.0856,1.08555,1.08559,25
2024.03.19,19:45,1.08559,1.08561,1.08552,1.08554,27
2024.03.19,19:46,1.08554,1.0856,1.08545,1.08559,33
2024.03.19,19:47,1.08555,1.08561,1.08554,1.08559,33
2024.03.19,19:48,1.08559,1.08569,1.08559,1.08565,35
2024.03.19,19:49,1.08565,1.0857,1.0856,1.08564,50
2024.03.19,19:50,1.08564,1.08571,1.08564,1.08569,34
2024.03.19,19:51,1.0857,1.08572,1.08568,1.08571,19
2024.03.19,19:52,1.08572,1.08577,1.08567,1.08568,34
2024.03.19,19:53,1.08568,1.0857,1.08568,1.08569,14
2024.03.19,19:54,1.08569,1.0857,1.08561,1.08565,31
2024.03.19,19:55,1.08569,1.08572,1.08566,1.0857,38
2024.03.19,19:56,1.0857,1.08584,1.0857,1.08581,26
2024.03.19,19:57,1.08581,1.0859,1.08578,1.0859,27
2024.03.19,19:58,1.08588,1.08597,1.08588,1.08597,44
2024.03.19,19:59,1.08597,1.08598,1.08583,1.08583,50
2024.03.19,20:00,1.08583,1.08592,1.08583,1.08585,55
2024.03.19,20:01,1.08585,1.08586,1.08566,1.08569,52
2024.03.19,20:02,1.08568,1.08571,1.08549,1.08549,37
2024.03.19,20:03,1.08549,1.08556,1.08546,1.08556,26
2024.03.19,20:04,1.08555,1.08565,1.08554,1.08558,27
2024.03.19,20:05,1.08557,1.08562,1.0855,1.08562,33
2024.03.19,20:06,1.08562,1.0857,1.0856,1.08564,37
2024.03.19,20:07,1.08564,1.08569,1.08563,1.08568,39
2024.03.19,20:08,1.08568,1.08569,1.0856,1.0856,18
2024.03.19,20:09,1.0856,1.08579,1.08559,1.08579,38
2024.03.19,20:10,1.08579,1.0858,1.08573,1.08573,25
2024.03.19,20:11,1.08573,1.08575,1.0857,1.08572,31
2024.03.19,20:12,1.08572,1.08587,1.08572,1.08579,40
2024.03.19,20:13,1.08579,1.08587,1.08579,1.08585,43
2024.03.19,20:14,1.08585,1.08592,1.08582,1.08584,41
2024.03.19,20:15,1.08586,1.08601,1.08581,1.08601,36
2024.03.19,20:16,1.08601,1.08601,1.08596,1.08598,17
2024.03.19,20:17,1.08598,1.08599,1.08595,1.08598,35
2024.03.19,20:18,1.08598,1.08602,1.08594,1.08599,45
2024.03.19,20:19,1.08599,1.08602,1.0859,1.08597,43
2024.03.19,20:20,1.08597,1.08604,1.08596,1.08597,38
2024.03.19,20:21,1.08597,1.08597,1.08596,1.08597,3
2024.03.19,20:22,1.08598,1.08605,1.08598,1.08602,37
2024.03.19,20:23,1.08602,1.08607,1.08601,1.08605,28
2024.03.19,20:24,1.08605,1.08607,1.086,1.08601,29
2024.03.19,20:25,1.08603,1.08606,1.086,1.08601,28
2024.03.19,20:26,1.08601,1.08602,1.08595,1.086,20
2024.03.19,20:27,1.086,1.08612,1.086,1.0861,24
2024.03.19,20:28,1.08609,1.08619,1.08609,1.08614,30
2024.03.19,20:29,1.08614,1.08615,1.08606,1.08614,41
2024.03.19,20:30,1.08615,1.0862,1.08609,1.08609,40
2024.03.19,20:31,1.08609,1.08617,1.08606,1.08617,34
2024.03.19,20:32,1.08618,1.08622,1.08608,1.0861,37
2024.03.19,20:33,1.0861,1.0861,1.08603,1.08605,45
2024.03.19,20:34,1.08605,1.08615,1.08605,1.08609,37
2024.03.19,20:35,1.0861,1.08611,1.08605,1.0861,27
2024.03.19,20:36,1.0861,1.08615,1.08607,1.08614,33
2024.03.19,20:37,1.08614,1.0862,1.08606,1.08619,35
2024.03.19,20:38,1.08619,1.08623,1.08613,1.08614,27
2024.03.19,20:39,1.08614,1.08617,1.08611,1.08614,36
2024.03.19,20:40,1.08614,1.08618,1.08614,1.08617,29
2024.03.19,20:41,1.08617,1.08621,1.08614,1.08617,39
2024.03.19,20:42,1.08616,1.08626,1.08614,1.08622,46
2024.03.19,20:43,1.08622,1.08626,1.08621,1.08624,36
2024.03.19,20:44,1.08624,1.08625,1.0862,1.08625,32
2024.03.19,20:45,1.08624,1.08635,1.08624,1.08632,32
2024.03.19,20:46,1.08632,1.08633,1.08628,1.08632,27
2024.03.19,20:47,1.08632,1.08632,1.08627,1.08628,20
2024.03.19,20:48,1.08628,1.08633,1.08627,1.0863,39
2024.03.19,20:49,1.0863,1.08635,1.08625,1.08627,28
2024.03.19,20:50,1.08626,1.08628,1.08615,1.08619,38
2024.03.19,20:51,1.0862,1.08631,1.08619,1.08627,32
2024.03.19,20:52,1.08627,1.08629,1.08625,1.08626,24
2024.03.19,20:53,1.08627,1.08627,1.08622,1.08625,28
2024.03.19,20:54,1.08625,1.08631,1.08624,1.0863,30
2024.03.19,20:55,1.08629,1.08631,1.08626,1.08626,22
2024.03.19,20:56,1.08627,1.08631,1.08626,1.0863,26
2024.03.19,20:57,1.0863,1.08636,1.08629,1.08635,33
2024.03.19,20:58,1.08636,1.08639,1.08634,1.08635,26
2024.03.19,20:59,1.08634,1.08637,1.08631,1.08634,24
2024.03.19,21:00,1.08634,1.08639,1.08634,1.08634,20
2024.03.19,21:01,1.08634,1.08675,1.0863,1.08665,53
2024.03.19,21:02,1.08665,1.08669,1.0863,1.0864,65
2024.03.19,21:03,1.08639,1.0865,1.08636,1.08641,50
2024.03.19,21:04,1.08642,1.08647,1.08636,1.08636,50
2024.03.19,21:05,1.08636,1.0864,1.08628,1.08634,55
2024.03.19,21:06,1.08634,1.08641,1.08634,1.08639,57
2024.03.19,21:07,1.08639,1.08639,1.08628,1.08634,46
2024.03.19,21:08,1.08633,1.0864,1.08629,1.08639,37
2024.03.19,21:09,1.08639,1.08645,1.08636,1.08642,46
2024.03.19,21:10,1.08642,1.08651,1.0864,1.08651,25
2024.03.19,21:11,1.08651,1.08654,1.08644,1.08651,21
2024.03.19,21:12,1.0865,1.08657,1.08649,1.08651,30
2024.03.19,21:13,1.0865,1.08651,1.08643,1.08643,33
2024.03.19,21:14,1.08643,1.08644,1.08632,1.08634,25
2024.03.19,21:15,1.08634,1.08634,1.08619,1.08619,24
2024.03.19,21:16,1.08619,1.08624,1.08615,1.08616,27
2024.03.19,21:17,1.08617,1.08623,1.08617,1.08619,18
2024.03.19,21:18,1.08619,1.08625,1.08619,1.08625,9
2024.03.19,21:19,1.08624,1.08628,1.08623,1.08624,15
2024.03.19,21:20,1.08624,1.08624,1.08614,1.08616,28
2024.03.19,21:21,1.08616,1.08618,1.08615,1.08615,26
2024.03.19,21:22,1.08615,1.08625,1.08615,1.08625,22
2024.03.19,21:23,1.08625,1.08626,1.08622,1.08625,12
2024.03.19,21:24,1.08625,1.08632,1.08624,1.0863,8
2024.03.19,21:25,1.0863,1.08637,1.0863,1.08636,14
2024.03.19,21:26,1.08636,1.08637,1.08629,1.08632,31
2024.03.19,21:27,1.08632,1.0864,1.0863,1.0864,30
2024.03.19,21:28,1.0864,1.0864,1.08635,1.08636,32
2024.03.19,21:29,1.08636,1.0864,1.08635,1.08639,11
2024.03.19,21:30,1.08639,1.0864,1.08639,1.08639,5
2024.03.19,21:31,1.08639,1.08641,1.08638,1.0864,23
2024.03.19,21:32,1.08639,1.08641,1.08636,1.0864,23
2024.03.19,21:33,1.0864,1.08655,1.0864,1.08652,22
2024.03.19,21:34,1.08652,1.08652,1.08648,1.08649,25
2024.03.19,21:35,1.08649,1.0865,1.08635,1.08635,35
2024.03.19,21:36,1.08635,1.08636,1.08629,1.08629,26
2024.03.19,21:37,1.08629,1.0863,1.08625,1.08629,20
2024.03.19,21:38,1.0863,1.08631,1.08628,1.0863,14
2024.03.19,21:39,1.08629,1.08631,1.08618,1.08619,18
2024.03.19,21:40,1.08619,1.0862,1.08619,1.08619,7
2024.03.19,21:41,1.08619,1.0862,1.08619,1.08619,3
2024.03.19,21:42,1.08619,1.08619,1.08604,1.08604,26
2024.03.19,21:43,1.08604,1.08608,1.086,1.086,18
2024.03.19,21:44,1.086,1.08605,1.08597,1.08604,13
2024.03.19,21:45,1.08604,1.08615,1.08599,1.08614,12
2024.03.19,21:46,1.08615,1.0862,1.08605,1.08609,24
2024.03.19,21:47,1.08609,1.08609,1.08604,1.08604,32
2024.03.19,21:48,1.08604,1.08605,1.08599,1.08599,25
2024.03.19,21:49,1.08599,1.0861,1.08598,1.08609,25
2024.03.19,21:50,1.08609,1.08616,1.08609,1.08616,10
2024.03.19,21:51,1.08616,1.08622,1.08614,1.08614,26
2024.03.19,21:52,1.08614,1.08615,1.08612,1.08613,9
2024.03.19,21:53,1.08613,1.08616,1.08609,1.08614,24
2024.03.19,21:54,1.08614,1.08616,1.08609,1.08614,39
2024.03.19,21:55,1.08614,1.08625,1.08614,1.08624,27
2024.03.19,21:56,1.08624,1.08626,1.08624,1.08624,21
2024.03.19,21:57,1.08624,1.08637,1.08624,1.08634,29
2024.03.19,21:58,1.08634,1.08644,1.08634,1.08639,25
2024.03.19,21:59,1.08639,1.0864,1.08634,1.08634,24
2024.03.19,22:00,1.08634,1.08635,1.08629,1.0863,31
2024.03.19,22:01,1.08629,1.0863,1.08624,1.08629,27
2024.03.19,22:02,1.0863,1.08634,1.08629,1.08632,33
2024.03.19,22:03,1.08632,1.08634,1.08628,1.08634,31
2024.03.19,22:04,1.08634,1.08644,1.08634,1.08644,30
2024.03.19,22:05,1.08644,1.0865,1.08641,1.0865,26
2024.03.19,22:06,1.0865,1.0865,1.08644,1.08645,23
2024.03.19,22:07,1.08645,1.08645,1.08635,1.08635,15
2024.03.19,22:08,1.08636,1.08637,1.08634,1.08634,34
2024.03.19,22:09,1.08634,1.08641,1.08634,1.08639,31
2024.03.19,22:10,1.08639,1.08645,1.08634,1.08634,26
2024.03.19,22:11,1.08634,1.08641,1.08634,1.0864,18
2024.03.19,22:12,1.0864,1.08641,1.08634,1.08634,17
2024.03.19,22:13,1.08634,1.08641,1.08634,1.08639,19
2024.03.19,22:14,1.0864,1.08641,1.08634,1.08639,29
2024.03.19,22:15,1.08636,1.0864,1.08635,1.08639,19
2024.03.19,22:16,1.08639,1.08645,1.08639,1.08644,28
2024.03.19,22:17,1.08644,1.08645,1.08639,1.08641,19
2024.03.19,22:18,1.0864,1.08641,1.08631,1.08631,24
2024.03.19,22:19,1.08631,1.08635,1.08631,1.08633,21
2024.03.19,22:20,1.08634,1.08637,1.08634,1.08634,23
2024.03.19,22:21,1.08631,1.08632,1.0863,1.08632,9
2024.03.19,22:22,1.08632,1.08634,1.08625,1.08625,14
2024.03.19,22:23,1.08625,1.08626,1.08616,1.08625,29
2024.03.19,22:24,1.08625,1.08629,1.08624,1.08625,26
2024.03.19,22:25,1.08625,1.0863,1.08624,1.08625,18
2024.03.19,22:26,1.08625,1.08631,1.08624,1.08628,21
2024.03.19,22:27,1.08627,1.08628,1.08625,1.08626,21
2024.03.19,22:28,1.08626,1.08636,1.08626,1.08635,22
2024.03.19,22:29,1.08635,1.08637,1.08633,1.08636,21
2024.03.19,22:30,1.08636,1.08643,1.08634,1.08641,27
2024.03.19,22:31,1.08641,1.08643,1.08639,1.08642,30
2024.03.19,22:32,1.08642,1.08646,1.0864,1.08646,27
2024.03.19,22:33,1.08646,1.08647,1.08641,1.08641,26
2024.03.19,22:34,1.08641,1.08642,1.08638,1.08641,18
2024.03.19,22:35,1.08642,1.08646,1.08636,1.08638,33
2024.03.19,22:36,1.08638,1.08645,1.08638,1.0864,27
2024.03.19,22:37,1.0864,1.0864,1.08635,1.08636,27
2024.03.19,22:38,1.08636,1.08636,1.08629,1.08635,25
2024.03.19,22:39,1.08635,1.08641,1.08635,1.08635,24
2024.03.19,22:40,1.08635,1.08641,1.08635,1.08639,33
2024.03.19,22:41,1.08639,1.0864,1.08635,1.08636,27
2024.03.19,22:42,1.08636,1.08639,1.08629,1.08631,30
2024.03.19,22:43,1.08631,1.08631,1.08627,1.08629,23
2024.03.19,22:44,1.08629,1.08631,1.08629,1.0863,6
2024.03.19,22:45,1.0863,1.08632,1.08629,1.0863,15
2024.03.19,22:46,1.0863,1.08635,1.08628,1.08629,12
2024.03.19,22:47,1.08629,1.08631,1.08626,1.08626,25
2024.03.19,22:48,1.08626,1.08627,1.08621,1.08621,7
2024.03.19,22:49,1.08621,1.08627,1.08621,1.08625,22
2024.03.19,22:50,1.08625,1.08626,1.08624,1.08624,20
2024.03.19,22:51,1.08625,1.08626,1.08624,1.08624,12
2024.03.19,22:52,1.08625,1.08625,1.08621,1.08621,15
2024.03.19,22:53,1.08621,1.08622,1.0862,1.08621,17
2024.03.19,22:54,1.08621,1.08622,1.0862,1.08621,14
2024.03.19,22:55,1.08621,1.08622,1.08611,1.08616,30
2024.03.19,22:56,1.08615,1.08625,1.08614,1.08624,32
2024.03.19,22:57,1.08625,1.0863,1.08624,1.08629,36
2024.03.19,22:58,1.08629,1.0863,1.08626,1.08629,9
2024.03.19,22:59,1.08629,1.08632,1.08624,1.08624,19
2024.03.19,23:00,1.08625,1.08625,1.08624,1.08625,7
2024.03.19,23:01,1.08625,1.08631,1.08625,1.0863,21
2024.03.19,23:02,1.0863,1.08632,1.08629,1.0863,20
2024.03.19,23:03,1.0863,1.08631,1.08625,1.08625,19
2024.03.19,23:04,1.08625,1.0863,1.08624,1.08629,17
2024.03.19,23:05,1.08629,1.08629,1.0861,1.08611,39
2024.03.19,23:06,1.08611,1.08619,1.0861,1.08615,16
2024.03.19,23:07,1.08615,1.08619,1.08614,1.08615,15
2024.03.19,23:08,1.08615,1.08621,1.08611,1.08621,13
2024.03.19,23:09,1.08622,1.08622,1.0862,1.08622,11
2024.03.19,23:10,1.08622,1.08628,1.08622,1.08627,21
2024.03.19,23:11,1.08628,1.08632,1.08627,1.08631,16
2024.03.19,23:12,1.08631,1.08631,1.08631,1.08631,1
2024.03.19,23:13,1.08631,1.08631,1.08621,1.08621,24
2024.03.19,23:14,1.08622,1.08628,1.08621,1.08626,25
2024.03.19,23:15,1.08626,1.0863,1.08625,1.0863,16
2024.03.19,23:16,1.0863,1.08634,1.0863,1.08632,20
2024.03.19,23:17,1.08632,1.08639,1.08631,1.08636,21
2024.03.19,23:18,1.08636,1.0864,1.08636,1.0864,28
2024.03.19,23:19,1.0864,1.08645,1.08639,1.08642,25
2024.03.19,23:20,1.08643,1.08645,1.08641,1.08642,11
2024.03.19,23:21,1.08642,1.08652,1.08642,1.08652,10
2024.03.19,23:22,1.08652,1.08652,1.08644,1.08645,24
2024.03.19,23:23,1.08645,1.08645,1.08639,1.08643,20
2024.03.19,23:24,1.08643,1.08643,1.08636,1.08637,42
2024.03.19,23:25,1.08637,1.08637,1.08634,1.08634,11
2024.03.19,23:26,1.08634,1.08642,1.08634,1.08641,21
2024.03.19,23:27,1.08642,1.08643,1.08637,1.08637,21
2024.03.19,23:28,1.08637,1.08641,1.08636,1.08638,13
2024.03.19,23:29,1.08638,1.08642,1.08636,1.08641,16
2024.03.19,23:30,1.08641,1.08641,1.08635,1.08636,21
2024.03.19,23:31,1.08636,1.08638,1.08635,1.08635,26
2024.03.19,23:32,1.08635,1.08637,1.08635,1.08636,18
2024.03.19,23:33,1.08636,1.08641,1.08635,1.08639,28
2024.03.19,23:34,1.08639,1.08641,1.08635,1.08635,12
2024.03.19,23:35,1.08635,1.08637,1.08626,1.08626,26
2024.03.19,23:36,1.08626,1.08631,1.08624,1.0863,16
2024.03.19,23:37,1.0863,1.08633,1.08629,1.08632,11
2024.03.19,23:38,1.08631,1.08631,1.0863,1.0863,8
2024.03.19,23:39,1.0863,1.08635,1.0863,1.08635,16
2024.03.19,23:40,1.08635,1.08637,1.08632,1.08636,16
2024.03.19,23:41,1.08635,1.08635,1.08629,1.08634,31
2024.03.19,23:42,1.08634,1.08642,1.08634,1.08641,10
2024.03.19,23:43,1.08641,1.08642,1.08635,1.08635,23
2024.03.19,23:44,1.08635,1.08638,1.08634,1.08634,15
2024.03.19,23:45,1.08635,1.08637,1.08631,1.08633,25
2024.03.19,23:46,1.08633,1.08635,1.08628,1.0863,27
2024.03.19,23:47,1.0863,1.08635,1.0863,1.08634,27
2024.03.19,23:48,1.08634,1.08634,1.0863,1.08632,18
2024.03.19,23:49,1.08632,1.08635,1.08632,1.08635,19
2024.03.19,23:50,1.08634,1.08635,1.08631,1.08631,42
2024.03.19,23:51,1.08631,1.08637,1.08628,1.08637,20
2024.03.19,23:52,1.08637,1.08637,1.08629,1.08633,18
2024.03.19,23:53,1.08634,1.08643,1.08634,1.08642,20
2024.03.19,23:54,1.08643,1.08652,1.08641,1.08651,20
2024.03.19,23:55,1.08651,1.08653,1.08651,1.08652,13
2024.03.19,23:56,1.08652,1.08655,1.08652,1.08653,15
2024.03.19,23:57,1.08653,1.08653,1.08645,1.08648,31
2024.03.19,23:58,1.08649,1.08653,1.08646,1.08652,34
2024.03.19,23:59,1.08652,1.08654,1.08645,1.08648,49
2024.03.20,0:00,1.08644,1.08662,1.08644,1.08662,51
